pair_id,paraphrased_label
1654592::PA841207,neu
4375232::PA796090,neg
79903::PA720614,neg
4554720::PA609332,neg
1181499::PA720038,neu
2523904::PA720468,neu
589698::PA330240,neu
2521977::PA609332,neu
1784438::PA719930,neu
2400549::PA842187,neu
1472468::PA793464,neu
4706862::PA720468,neu
4920927::PA720614,neg
3669833::PA720614,neu
1509254::PA1654,neu
1600812::PA722190,neu
2016000::PA791812,neu
1685909::PA720614,neg
1791742::PA1654,neu
560006::PA227089,pos
1182988::PA717161,neg
4473596::PA791812,neu
4603822::PA717379,neu
1051300::PA720892,neu
595749::PA721908,pos
2408598::PA795778,neu
4550770::PA720614,neg
4554561::PA720614,neg
588963::PA720614,neu
1742729::PA1654,neu
2010471::PA721908,neg
1611030::PA842105,neg
1228949::PA720614,neu
1692029::PA720468,neu
1077106::PA717161,neu
12570::PA721908,neu
1681568::PA267285,neu
4494237::PA1654,neu
1182369::PA795318,neg
2719077::PA720614,neg
4682586::PA609332,neu
4784626::PA720614,neu
2817890::PA720614,neu
2894216::PA609332,neu
1743032::PA794670,neg
960292::PA795596,neu
3243952::PA794938,neu
4548100::PA722190,neu
4587355::PA1654,neu
2549917::PA722142,neu
1702918::PA720614,neu
1698715::PA794562,neu
2167052::PA795076,neu
1694090::PA720614,neg
1950539::PA722190,neu
3496463::PA609332,pos
955414::PA793394,neu
2831844::PA720614,neu
2276134::PA588884,neu
2348720::PA267285,neu
2814086::PA795616,neg
2700471::PA720614,neu
23789::PA720614,neg
2347794::PA794130,neg
1438027::PA720614,neu
2637270::PA722142,pos
2569489::PA722190,neu
4712105::PA720614,neu
1820055::PA795026,neu
2671807::PA267285,neg
2699346::PA720370,neu
2621797::PA720614,neu
2164181::PA722190,pos
3241497::PA720614,neg
2399558::PA795552,neu
1658915::PA720614,neg
1416611::PA588884,neu
2180348::PA330240,neu
523430::PA720614,neu
1993692::PA793398,neu
2033797::PA1654,neu
1745707::PA722142,neu
4696723::PA722142,neu
1994028::PA841207,neu
2227350::PA791812,neg
1801682::PA795164,neu
4536125::PA791812,pos
98267::PA795010,neu
1806459::PA841207,neu
2885378::PA609332,neu
1182988::PA722190,pos
4448384::PA722190,neu
4586389::PA759832,neu
1759447::PA793394,neu
202137::PA717161,neu
1689520::PA720614,pos
595088::PA722190,neu
4554464::PA720614,neg
2703486::PA719372,neu
1382720::PA720614,neg
2720122::PA720614,neu
589284::PA1654,neu
1197391::PA795076,neg
203019::PA722142,neu
896517::PA330240,neu
2398923::PA795778,neu
1655247::PA795076,neg
2403288::PA721908,neg
4554186::PA1567,neg
4559552::PA795884,neu
522181::PA795228,pos
1744507::PA720614,neg
584805::PA267285,neu
1911793::PA794598,neg
1466409::PA721202,neu
171393::PA720614,neg
1406495::PA795552,neu
1195435::PA267285,neg
222499::PA717161,neu
1764469::PA720614,neg
4717980::PA722190,neu
4867385::PA720614,neu
2115714::PA720100,neu
2357965::PA720614,neu
2976952::PA1654,neu
1381790::PA793464,neu
1382666::PA720614,neg
4505463::PA793464,neg
2986525::PA793464,neu
181199::PA720614,neg
2592581::PA267285,neu
1507431::PA1654,neu
4557894::PA720614,neu
2399568::PA795552,neu
1802025::PA720614,neg
547370::PA722190,neu
1483628::PA721202,neu
2663225::PA840979,neu
4510603::PA721908,neg
1531789::PA609332,neu
4609585::PA793444,neu
1723728::PA795228,neu
1469728::PA1654,neu
4590745::PA588884,neu
24859::PA841067,neg
1803857::PA722142,neu
2348546::PA795778,neu
4548751::PA791812,neg
1232101::PA720614,pos
2360118::PA720614,neu
315968::PA330240,neu
2816025::PA722190,neu
4574898::PA368,neu
1809872::PA720038,neu
1694207::PA794022,neu
1242090::PA717161,neu
1615912::PA721908,neu
2704829::PA720614,neu
1697559::PA267285,neu
4605483::PA335999,neg
1793::PA841495,neu
1931626::PA720614,neu
2343649::PA793756,neg
323311::PA1654,neu
1063869::PA346782,pos
2820012::PA720614,neg
895799::PA720614,neu
1509557::PA796090,neg
2350695::PA793832,neu
3813986::PA793464,neg
2399217::PA795310,neu
2347648::PA795466,neu
4681719::PA720614,neg
104687::PA609332,neg
519000::PA609332,neu
258919::PA722190,neg
1793126::PA720614,pos
2554085::PA720614,neg
1214446::PA721202,neu
555053::PA720614,neu
1704639::PA720614,neu
1769563::PA267285,neu
1212879::PA720614,neg
4472334::PA721202,neu
4871716::PA720614,neg
1800098::PA610968,neu
2708379::PA795778,neu
1197513::PA720468,neu
3494975::PA793464,neg
1430265::PA720614,neg
2350996::PA721202,neu
2258662::PA267285,neu
1964032::PA842105,neu
952398::PA793246,neu
1384112::PA720614,neg
2230933::PA720614,neu
1982057::PA842105,pos
1780433::PA722190,neu
1805230::PA795912,neu
594913::PA267285,neu
588426::PA720892,neu
1453358::PA720614,neg
1607947::PA722190,neu
1733556::PA720614,neu
2404157::PA720468,neu
2359170::PA720614,neg
2401746::PA794598,neu
1203369::PA609332,neu
2205255::PA721908,neu
2898006::PA609332,neu
1680771::PA794718,neg
2531087::PA720614,neu
1430006::PA721202,neu
2693261::PA722142,neu
4555160::PA267285,neu
1798028::PA720614,neu
2911735::PA794778,neu
2489983::PA720614,neu
1938368::PA720614,neu
4571096::PA719930,neu
2835067::PA609332,neu
3228598::PA842155,neg
4590494::PA794946,neg
1752030::PA720892,neu
959698::PA720614,neu
28742::PA720614,neu
1220424::PA720614,neg
3130127::PA717161,neu
1789762::PA722142,neu
1539515::PA721960,neg
4441849::PA720614,neg
1923070::PA330240,neu
4390164::PA721908,neu
1531457::PA795318,neu
4518592::PA609332,neg
1788588::PA1567,neu
2357456::PA720614,pos
1367793::PA335999,neg
4518904::PA609332,neu
2357455::PA795912,neu
4719460::PA722190,neu
3715881::PA720614,pos
589478::PA795912,pos
5047271::PA793342,neu
3226030::PA794838,pos
2360319::PA719930,neu
2699429::PA267794,neu
3717569::PA720614,neg
2399065::PA720468,neu
1765939::PA793464,neg
2345084::PA1654,neu
1703790::PA793444,neu
1206786::PA721908,neu
2727879::PA720154,neu
4730227::PA719930,neg
2597175::PA719938,neu
1824735::PA720614,neu
4597145::PA722190,neg
964826::PA793444,neu
4890856::PA720614,neu
1748239::PA720614,neu
3556977::PA795318,neu
1487563::PA842105,neg
2398582::PA717379,neu
1781905::PA368,neu
2355130::PA795778,neu
594644::PA720614,neu
1443951::PA721202,pos
4684590::PA795528,neu
1181961::PA793444,neu
2722563::PA721202,neu
4719507::PA720614,neu
4530315::PA793756,neg
2545667::PA720614,neg
4474750::PA795310,neg
4480314::PA721270,neu
4717562::PA795076,neg
1532098::PA720614,neg
2702016::PA1654,neu
1678368::PA795076,neu
895476::PA720614,neg
2587610::PA1654,pos
1884162::PA841729,neu
2851072::PA607553,neu
1705229::PA267285,neu
4480312::PA793432,neu
1685523::PA267285,neu
4595892::PA795310,neu
4554177::PA722190,neu
192984::PA795076,neg
594901::PA720614,neu
2345559::PA721908,neu
1756216::PA795076,neu
1611573::PA796090,neu
2693114::PA720614,neg
3746390::PA720614,neu
588958::PA795076,neu
921768::PA609332,neu
1536419::PA609332,neu
4549818::PA608826,neu
2625134::PA605782,neu
1357947::PA793464,neg
4875121::PA791812,neg
1743944::PA720614,neu
4602059::PA722142,neu
2676059::PA722190,neg
1479404::PA759832,neu
