pair_id,outlet,target_bloc,sampling_side,label_with_group,label_without_group
1430006::PA721202,Le Point,left,left,neu,neu
1432185::PA722142,Le Point,left,left,neg,neg
537116::PA795076,Le Point,left,left,neu,neu
3130612::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
467123::PA795466,Le Point,left,left,neu,neu
614550::PA267285,Le Point,right,right_or_far_right,neu,neu
4548930::PA719930,L'Opinion,left,left,neg,neg
3130850::PA1654,Les Echos,left,left,neu,neg
543718::PA796062,Le Point,left,left,neg,neg
4554355::PA794130,L'Opinion,left,left,neg,neg
4548360::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4551252::PA346782,L'Opinion,right,right_or_far_right,neu,neu
4553908::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4549229::PA720614,L'Opinion,far_right,right_or_far_right,neu,neu
4548409::PA793262,L'Opinion,left,left,neu,neu
4554423::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4554104::PA330240,L'Opinion,right,right_or_far_right,pos,pos
4554480::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4554474::PA720614,L'Opinion,far_right,right_or_far_right,pos,neu
4554489::PA720614,L'Opinion,far_right,right_or_far_right,neu,neu
4554505::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4553715::PA609332,L'Opinion,left,left,pos,pos
4554572::PA267285,L'Opinion,right,right_or_far_right,pos,pos
4553783::PA609332,L'Opinion,left,left,neu,neu
4554589::PA267285,L'Opinion,right,right_or_far_right,neu,neu
4554601::PA720614,L'Opinion,far_right,right_or_far_right,neu,neu
4554592::PA720614,L'Opinion,far_right,right_or_far_right,neu,neu
4554510::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4555167::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4555246::PA267285,L'Opinion,right,right_or_far_right,neu,neu
4554456::PA267285,L'Opinion,right,right_or_far_right,neu,neg
4555351::PA267285,L'Opinion,right,right_or_far_right,pos,pos
4555544::PA267285,L'Opinion,right,right_or_far_right,neg,neg
4554635::PA720614,L'Opinion,far_right,right_or_far_right,pos,pos
4555567::PA267285,L'Opinion,right,right_or_far_right,neu,neu
1599241::PA736201,JDD,left,left,neu,neu
1535787::PA795466,JDD,left,left,neg,neg
4554615::PA346782,L'Opinion,right,right_or_far_right,neu,neu
4554377::PA720614,L'Opinion,far_right,right_or_far_right,pos,pos
1605960::PA796062,JDD,left,left,neg,neg
4555645::PA267285,L'Opinion,right,right_or_far_right,neu,neu
1609822::PA842105,JDD,left,left,neg,neg
4555362::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
1630639::PA793464,JDD,left,left,neu,neu
1632744::PA795200,JDD,left,left,neu,neu
4555567::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
3239728::PA795466,JDD,left,left,neg,neg
4681453::PA795076,JDD,left,left,neu,neu
1940426::PA842105,JDD,left,left,neu,neu
4686077::PA791812,JDD,left,left,neg,neg
4682586::PA609332,JDD,left,left,neu,neu
1639576::PA795466,JDD,left,left,neu,neg
3241152::PA796090,JDD,left,left,neu,neu
3507147::PA842105,JDD,left,left,neu,neu
588757::PA795076,JDD,left,left,neg,neg
1619219::PA720952,JDD,left,left,neg,neg
588866::PA842187,JDD,left,left,neu,neu
588409::PA609332,JDD,left,left,neg,neg
588462::PA795228,JDD,left,left,neu,neu
588456::PA796090,JDD,left,left,neu,neu
588949::PA795076,JDD,left,left,neg,neg
589535::PA795746,JDD,left,left,neg,neg
589059::PA1654,JDD,left,left,neu,neu
589108::PA796010,JDD,left,left,neg,neg
589869::PA841327,JDD,left,left,neu,neg
588774::PA793444,JDD,left,left,neg,neg
594892::PA795466,JDD,left,left,neg,neu
594745::PA722142,JDD,left,left,neg,neg
595372::PA722142,JDD,left,left,neu,neu
594059::PA795466,JDD,left,left,neg,neg
595405::PA722142,JDD,left,left,neu,neu
1531398::PA720614,JDD,far_right,right_or_far_right,neu,neu
1627901::PA842001,JDD,far_right,right_or_far_right,neu,neu
1941358::PA795912,JDD,far_right,right_or_far_right,neu,neu
1529668::PA346782,JDD,right,right_or_far_right,neu,neu
1943275::PA346782,JDD,right,right_or_far_right,neu,neu
594969::PA796062,JDD,left,left,neu,neg
595563::PA609332,JDD,left,left,neg,neg
3241497::PA720614,JDD,far_right,right_or_far_right,neg,neg
3218531::PA330240,JDD,right,right_or_far_right,neu,neu
4685945::PA330240,JDD,right,right_or_far_right,neu,neu
588594::PA720614,JDD,far_right,right_or_far_right,neu,neu
588729::PA330240,JDD,right,right_or_far_right,neu,neu
588380::PA720614,JDD,far_right,right_or_far_right,neu,neu
3237074::PA267285,JDD,right,right_or_far_right,neu,neu
588801::PA720614,JDD,far_right,right_or_far_right,neu,neu
589273::PA330240,JDD,right,right_or_far_right,neu,neu
588646::PA720614,JDD,far_right,right_or_far_right,neu,neu
588820::PA267285,JDD,right,right_or_far_right,neg,neg
589335::PA795552,JDD,far_right,right_or_far_right,neu,pos
589757::PA720614,JDD,far_right,right_or_far_right,pos,pos
588602::PA795552,JDD,far_right,right_or_far_right,neu,neu
3243159::PA720468,JDD,far_right,right_or_far_right,neu,neu
594050::PA795778,JDD,far_right,right_or_far_right,neu,neu
589109::PA330240,JDD,right,right_or_far_right,neu,neu
594241::PA720614,JDD,far_right,right_or_far_right,pos,neu
589698::PA330240,JDD,right,right_or_far_right,neu,pos
594606::PA720614,JDD,far_right,right_or_far_right,pos,pos
594628::PA267285,JDD,right,right_or_far_right,neu,neu
589782::PA720614,JDD,far_right,right_or_far_right,neg,neg
594796::PA720614,JDD,far_right,right_or_far_right,neu,neu
594304::PA794118,JDD,right,right_or_far_right,neu,neu
588978::PA795778,JDD,far_right,right_or_far_right,neu,neu
589314::PA720614,JDD,far_right,right_or_far_right,neu,neg
595366::PA720614,JDD,far_right,right_or_far_right,neu,neg
2345737::PA793624,CNEWS,left,left,pos,pos
2344779::PA795466,CNEWS,left,left,neu,neu
2349462::PA795318,CNEWS,left,left,neu,neg
2349478::PA720430,CNEWS,left,left,neg,neg
2349611::PA795310,CNEWS,left,left,neu,neu
2346295::PA842105,CNEWS,left,left,neu,neu
2349620::PA1654,CNEWS,left,left,neg,neg
2350116::PA609332,CNEWS,left,left,neu,neu
595691::PA267285,JDD,right,right_or_far_right,neu,neu
2350415::PA609332,CNEWS,left,left,neu,neu
2350975::PA721202,CNEWS,left,left,neu,neu
2353045::PA795076,CNEWS,left,left,neu,neu
2353254::PA609332,CNEWS,left,left,neg,neg
1870440::PA794130,CNEWS,left,left,neu,neu
2355254::PA795466,CNEWS,left,left,neg,neg
2354471::PA609332,CNEWS,left,left,neg,neg
2355269::PA720892,CNEWS,left,left,neu,neu
2350188::PA609332,CNEWS,left,left,neg,neu
2355331::PA1567,CNEWS,left,left,neu,neu
2356335::PA795076,CNEWS,left,left,neu,neu
2357969::PA721202,CNEWS,left,left,neu,neu
2398656::PA842263,CNEWS,left,left,neu,neu
2360308::PA796090,CNEWS,left,left,neg,neg
2400029::PA719930,CNEWS,left,left,neu,neu
2401261::PA720952,CNEWS,left,left,neg,neg
2350511::PA1567,CNEWS,left,left,neu,neu
2359277::PA794130,CNEWS,left,left,neg,neg
2401810::PA609332,CNEWS,left,left,neu,neu
2401472::PA1654,CNEWS,left,left,neu,neu
2398914::PA793756,CNEWS,left,left,neu,neu
2399261::PA793464,CNEWS,left,left,neg,neg
2403292::PA721202,CNEWS,left,left,neu,neu
2405426::PA842195,CNEWS,left,left,neu,neu
4389731::PA794130,CNEWS,left,left,neu,neu
2174113::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
2196476::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
2196765::PA793432,CNEWS,far_right,right_or_far_right,neu,neu
2408526::PA722142,CNEWS,left,left,neu,neu
2405768::PA793464,CNEWS,left,left,neu,neu
2401962::PA609332,CNEWS,left,left,neg,neg
2343791::PA330240,CNEWS,right,right_or_far_right,neu,neu
2343895::PA795552,CNEWS,far_right,right_or_far_right,neu,neu
2350722::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
2404435::PA721202,CNEWS,left,left,neu,neu
2350031::PA720614,CNEWS,far_right,right_or_far_right,pos,pos
2346624::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
2353217::PA267285,CNEWS,right,right_or_far_right,neu,neu
2355139::PA795778,CNEWS,far_right,right_or_far_right,neu,neu
2352769::PA720468,CNEWS,far_right,right_or_far_right,neu,neu
2357677::PA720614,CNEWS,far_right,right_or_far_right,neg,neg
2357815::PA267285,CNEWS,right,right_or_far_right,neu,neu
2359514::PA795778,CNEWS,far_right,right_or_far_right,neu,neu
2357813::PA267285,CNEWS,right,right_or_far_right,neu,neu
2357436::PA720614,CNEWS,far_right,right_or_far_right,neg,neg
2356570::PA267285,CNEWS,right,right_or_far_right,neu,neu
2399572::PA795552,CNEWS,far_right,right_or_far_right,neu,neu
2402569::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
2357695::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
2403408::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
2403928::PA795778,CNEWS,far_right,right_or_far_right,neu,neu
2398655::PA793432,CNEWS,far_right,right_or_far_right,neu,neu
2405771::PA267285,CNEWS,right,right_or_far_right,neu,neu
2400843::PA720614,CNEWS,far_right,right_or_far_right,neg,neg
2406913::PA840889,CNEWS,right,right_or_far_right,neu,neu
5047410::PA330240,CNEWS,right,right_or_far_right,neu,neu
2408905::PA793432,CNEWS,far_right,right_or_far_right,neu,neu
4706525::PA330240,CNEWS,right,right_or_far_right,pos,pos
2359271::PA267285,CNEWS,right,right_or_far_right,neu,neg
1184960::PA609332,Le Figaro,left,left,neu,neu
1199052::PA722142,Le Figaro,left,left,neu,neu
1195852::PA1654,Le Figaro,left,left,neu,neu
2406238::PA368,CNEWS,right,right_or_far_right,neu,neu
2399259::PA720468,CNEWS,far_right,right_or_far_right,neu,neu
1200733::PA721202,Le Figaro,left,left,neg,neu
1204927::PA609332,Le Figaro,left,left,neu,neu
1205532::PA720892,Le Figaro,left,left,neu,neu
1208050::PA793464,Le Figaro,left,left,pos,pos
1220846::PA793444,Le Figaro,left,left,neu,neu
1222176::PA721202,Le Figaro,left,left,neu,neu
2404724::PA346782,CNEWS,right,right_or_far_right,neu,neu
1229592::PA1654,Le Figaro,left,left,neu,neu
1210217::PA842105,Le Figaro,left,left,neu,neu
1201353::PA793464,Le Figaro,left,left,neu,neu
1213308::PA609332,Le Figaro,left,left,neu,neu
1236078::PA721202,Le Figaro,left,left,neg,neg
1241160::PA1654,Le Figaro,left,left,neu,neu
1244351::PA722142,Le Figaro,left,left,neu,neu
1529561::PA609332,Le Figaro,left,left,neg,neg
1229785::PA1654,Le Figaro,left,left,neu,neu
1533901::PA795076,Le Figaro,left,left,neu,neu
1244632::PA793464,Le Figaro,left,left,neu,neg
1622599::PA795596,Le Figaro,left,left,neg,neg
1617565::PA791812,Le Figaro,left,left,neu,neu
3585848::PA795318,Le Figaro,left,left,neg,neg
3810901::PA721202,Le Figaro,left,left,neg,pos
3833215::PA721202,Le Figaro,left,left,pos,pos
1972449::PA842105,Le Figaro,left,left,neg,neg
1600073::PA721202,Le Figaro,left,left,neu,neu
4602418::PA842105,Le Figaro,left,left,neu,neu
4457633::PA794130,Le Figaro,left,left,neg,neg
4780787::PA793464,Le Figaro,left,left,neu,neu
3829876::PA719930,Le Figaro,left,left,neu,neu
1968703::PA842105,Le Figaro,left,left,neu,neg
4438354::PA1654,Le Figaro,left,left,neu,neu
1185061::PA330240,Le Figaro,right,right_or_far_right,neu,neu
3788657::PA793464,Le Figaro,left,left,neu,neu
1194915::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
1198822::PA720614,Le Figaro,far_right,right_or_far_right,neg,neg
960292::PA795596,Le Figaro,left,left,neg,neg
1069307::PA346782,Le Figaro,right,right_or_far_right,neu,neu
1212511::PA720614,Le Figaro,far_right,right_or_far_right,pos,pos
1212817::PA267285,Le Figaro,right,right_or_far_right,neu,neu
1193021::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
1204822::PA267285,Le Figaro,right,right_or_far_right,neg,neu
1185893::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
594098::PA720362,JDD,left,left,neg,neg
1633797::PA795076,JDD,left,left,neg,neg
540562::PA720614,Le Point,far_right,right_or_far_right,neg,neg
595590::PA796090,JDD,left,left,neu,neu
4895402::PA841207,Les Echos,right,right_or_far_right,neg,neg
594424::PA1654,JDD,left,left,neg,neg
3242656::PA795912,JDD,far_right,right_or_far_right,neg,neu
2351190::PA795746,CNEWS,left,left,neu,neu
905823::PA795912,JDD,far_right,right_or_far_right,neg,neu
595397::PA720614,JDD,far_right,right_or_far_right,neu,neu
2399220::PA609332,CNEWS,left,left,neu,neu
2349543::PA330240,CNEWS,right,right_or_far_right,neu,neu
2352719::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
2350596::PA720468,CNEWS,far_right,right_or_far_right,neu,neu
589775::PA720614,JDD,far_right,right_or_far_right,pos,pos
1236158::PA793444,Le Figaro,left,left,neu,neu
2352194::PA794038,CNEWS,right,right_or_far_right,neu,neu
1224084::PA793464,Le Figaro,left,left,neu,neu
2193215::PA795778,CNEWS,far_right,right_or_far_right,neu,neu
2350128::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
1215508::PA267285,Le Figaro,right,right_or_far_right,neu,neg
1232777::PA720614,Le Figaro,far_right,right_or_far_right,neu,neg
2353948::PA720614,CNEWS,far_right,right_or_far_right,neu,neu
4467963::PA1654,Le Figaro,left,left,neg,neg
1226495::PA1654,Le Figaro,left,left,neu,neu
1901141::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
1240913::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
2347839::PA795076,CNEWS,left,left,neg,neg
1981676::PA346782,Le Figaro,right,right_or_far_right,neu,neu
1969321::PA795912,Le Figaro,far_right,right_or_far_right,neg,neg
1238066::PA1654,Le Figaro,left,left,neu,neu
1997999::PA330240,Le Figaro,right,right_or_far_right,neg,neg
3638688::PA267285,Le Figaro,right,right_or_far_right,neu,neu
3643150::PA267285,Le Figaro,right,right_or_far_right,pos,pos
3664753::PA267285,Le Figaro,right,right_or_far_right,neu,neu
1625014::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
3669833::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
1901828::PA720614,Le Figaro,far_right,right_or_far_right,neg,neg
3681941::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
3820633::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
3707225::PA720614,Le Figaro,far_right,right_or_far_right,pos,pos
4415818::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
4414850::PA720614,Le Figaro,far_right,right_or_far_right,neg,neg
4418563::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
4451158::PA330240,Le Figaro,right,right_or_far_right,neg,neg
3644231::PA330240,Le Figaro,right,right_or_far_right,neu,neu
1244688::PA841067,Le Figaro,right,right_or_far_right,neg,neg
4556640::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
4494083::PA330240,Le Figaro,right,right_or_far_right,pos,pos
4597358::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
4613553::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
4656233::PA720892,Atlantico,left,left,neu,neu
945132::PA720614,Le Figaro,far_right,right_or_far_right,neu,neg
4459952::PA267285,Le Figaro,right,right_or_far_right,pos,pos
4656192::PA1654,Atlantico,left,left,neu,neu
4716135::PA1654,Atlantico,left,left,neu,neu
4716545::PA722142,Atlantico,left,left,neg,neg
4716565::PA1654,Atlantico,left,left,neu,neu
4716607::PA1654,Atlantico,left,left,neu,neu
4716434::PA1654,Atlantico,left,left,neu,neu
4716942::PA609332,Atlantico,left,left,neg,neg
4717562::PA795076,Atlantico,left,left,neg,neg
4717536::PA795076,Atlantico,left,left,neu,neu
4615791::PA841207,Le Figaro,right,right_or_far_right,neu,neu
4717687::PA720892,Atlantico,left,left,neu,neu
4716174::PA842105,Atlantico,left,left,neu,neu
4717920::PA609332,Atlantico,left,left,neu,neu
4716808::PA842105,Atlantico,left,left,neg,neg
4717774::PA609332,Atlantico,left,left,neu,neg
4717983::PA793464,Atlantico,left,left,neg,neg
4717811::PA842105,Atlantico,left,left,neu,neu
4718138::PA1567,Atlantico,left,left,neg,neg
4717114::PA720892,Atlantico,left,left,neg,neg
4718359::PA793444,Atlantico,left,left,neu,neu
4718684::PA793444,Atlantico,left,left,neu,neu
4717710::PA793464,Atlantico,left,left,neg,neg
4718108::PA609332,Atlantico,left,left,neu,neu
4718748::PA793444,Atlantico,left,left,neu,neu
4718788::PA793464,Atlantico,left,left,neu,neu
4719486::PA721202,Atlantico,left,left,neg,neg
4719530::PA793444,Atlantico,left,left,neg,neg
4718709::PA795318,Atlantico,left,left,neu,neg
4719534::PA793464,Atlantico,left,left,neu,neu
4718536::PA795466,Atlantico,left,left,neg,neg
4719696::PA609332,Atlantico,left,left,neg,neg
4718588::PA793464,Atlantico,left,left,neu,neu
4719421::PA609332,Atlantico,left,left,neu,neu
4752242::PA722142,Atlantico,left,left,neu,neg
4716216::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4752405::PA609332,Atlantico,left,left,neu,neu
4716593::PA720614,Atlantico,far_right,right_or_far_right,neg,neu
4717135::PA267285,Atlantico,right,right_or_far_right,neu,neu
4717011::PA720614,Atlantico,far_right,right_or_far_right,neu,neg
4716580::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4717335::PA720614,Atlantico,far_right,right_or_far_right,neu,neg
4717168::PA368,Atlantico,right,right_or_far_right,neu,neu
4717413::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4717496::PA795552,Atlantico,far_right,right_or_far_right,neu,neu
4717839::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4717969::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4717404::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4716916::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4718063::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4718205::PA267285,Atlantico,right,right_or_far_right,neu,neu
4718017::PA267285,Atlantico,right,right_or_far_right,neu,neu
4717730::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4718284::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4717900::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4718311::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4718304::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4718102::PA267285,Atlantico,right,right_or_far_right,neu,neu
4718299::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4718320::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4718318::PA720614,Atlantico,far_right,right_or_far_right,neu,neg
4718249::PA267285,Atlantico,right,right_or_far_right,neu,neu
4718323::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4718417::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4719390::PA267285,Atlantico,right,right_or_far_right,neu,neu
4719411::PA720614,Atlantico,far_right,right_or_far_right,neu,neu
4719066::PA720614,Atlantico,far_right,right_or_far_right,neu,neg
4719607::PA330240,Atlantico,right,right_or_far_right,neg,neg
4719218::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4719403::PA267285,Atlantico,right,right_or_far_right,neu,neu
1762897::PA720892,Causeur,left,left,neu,neu
1762712::PA722142,Causeur,left,left,neu,neu
4719015::PA720614,Atlantico,far_right,right_or_far_right,pos,pos
1763459::PA721960,Causeur,left,left,neg,neg
1765459::PA1654,Causeur,left,left,neu,neu
4719110::PA795778,Atlantico,far_right,right_or_far_right,neu,neu
1765939::PA793464,Causeur,left,left,neg,neg
1765563::PA793464,Causeur,left,left,neu,neg
4719839::PA330240,Atlantico,right,right_or_far_right,neu,neu
1766246::PA609332,Causeur,left,left,neg,neg
1765005::PA791812,Causeur,left,left,neg,neg
1767447::PA795318,Causeur,left,left,neg,neg
1765877::PA720892,Causeur,left,left,neu,neu
1766987::PA1654,Causeur,left,left,neu,neu
1769606::PA719930,Causeur,left,left,neg,neg
1769407::PA1654,Causeur,left,left,neg,neg
2147126::PA2940,Causeur,left,left,neg,neg
1769036::PA793464,Causeur,left,left,neg,neg
4388137::PA793464,Causeur,left,left,neg,neg
1769408::PA791812,Causeur,left,left,neg,neg
4716998::PA841327,Causeur,left,left,neg,neg
4718765::PA841813,Causeur,left,left,neg,neg
4723101::PA795746,Causeur,left,left,pos,pos
1763344::PA720614,Causeur,far_right,right_or_far_right,pos,pos
4388718::PA842105,Causeur,left,left,neg,neg
1766707::PA720614,Causeur,far_right,right_or_far_right,neg,neu
1766784::PA720614,Causeur,far_right,right_or_far_right,neg,neg
2352818::PA722142,Causeur,left,left,neg,neg
1766716::PA720614,Causeur,far_right,right_or_far_right,neu,neu
4717811::PA795200,Atlantico,left,left,neu,neu
1767352::PA267285,Causeur,right,right_or_far_right,neu,neu
1767650::PA720614,Causeur,far_right,right_or_far_right,pos,neu
1768160::PA720614,Causeur,far_right,right_or_far_right,neu,neu
1768838::PA720614,Causeur,far_right,right_or_far_right,neu,neu
1763266::PA720614,Causeur,far_right,right_or_far_right,neg,neg
1768343::PA720614,Causeur,far_right,right_or_far_right,neg,neg
1846129::PA720614,Causeur,far_right,right_or_far_right,neg,neg
1846414::PA720614,Causeur,far_right,right_or_far_right,neg,neg
1846545::PA720614,Causeur,far_right,right_or_far_right,neu,neu
1846648::PA720614,Causeur,far_right,right_or_far_right,pos,pos
1846499::PA720614,Causeur,far_right,right_or_far_right,neu,neu
4716846::PA841207,Causeur,right,right_or_far_right,neu,neu
1845675::PA720614,Causeur,far_right,right_or_far_right,neu,neu
1542669::PA795076,Valeurs actuelles,left,left,neg,neg
2029226::PA842105,Valeurs actuelles,left,left,neg,neg
1541780::PA609332,Valeurs actuelles,left,left,neg,neg
2033797::PA1654,Valeurs actuelles,left,left,neu,neu
4722950::PA841207,Causeur,right,right_or_far_right,pos,neg
1994028::PA841207,Causeur,right,right_or_far_right,neu,neu
4722988::PA841207,Causeur,right,right_or_far_right,neg,neg
2033374::PA609332,Valeurs actuelles,left,left,neu,neu
2788015::PA841327,Valeurs actuelles,left,left,neu,pos
2801177::PA2940,Valeurs actuelles,left,left,neg,neg
5042880::PA720614,Causeur,far_right,right_or_far_right,neg,neg
2803907::PA795076,Valeurs actuelles,left,left,neu,neu
2806655::PA609332,Valeurs actuelles,left,left,neg,neg
2806828::PA795076,Valeurs actuelles,left,left,neg,neg
2815420::PA721202,Valeurs actuelles,left,left,neu,neu
2792483::PA795310,Valeurs actuelles,left,left,neu,neu
2802666::PA793464,Valeurs actuelles,left,left,neg,neg
2814858::PA796090,Valeurs actuelles,left,left,neg,neg
2788432::PA795318,Valeurs actuelles,left,left,neg,neg
2826806::PA793464,Valeurs actuelles,left,left,neg,neg
2815536::PA795466,Valeurs actuelles,left,left,neu,neu
2815876::PA796090,Valeurs actuelles,left,left,neu,neu
2830983::PA720892,Valeurs actuelles,left,left,neu,neu
2829458::PA795466,Valeurs actuelles,left,left,neu,neu
2832568::PA795318,Valeurs actuelles,left,left,neg,neg
2834330::PA722142,Valeurs actuelles,left,left,neu,neu
2822117::PA795076,Valeurs actuelles,left,left,neg,neg
2815892::PA795076,Valeurs actuelles,left,left,neg,neg
4373231::PA793464,Valeurs actuelles,left,left,neg,neg
4374297::PA794130,Valeurs actuelles,left,left,neg,neg
2824576::PA795076,Valeurs actuelles,left,left,neg,neg
4374350::PA794130,Valeurs actuelles,left,left,neg,neg
4373049::PA609332,Valeurs actuelles,left,left,neu,neu
4375600::PA796062,Valeurs actuelles,left,left,neg,neg
4620026::PA795076,Valeurs actuelles,left,left,neu,neu
4371878::PA841729,Valeurs actuelles,left,left,neu,neu
4373964::PA842105,Valeurs actuelles,left,left,neg,neg
2004582::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
4627321::PA793464,Valeurs actuelles,left,left,neg,neg
2029273::PA841207,Valeurs actuelles,right,right_or_far_right,pos,pos
2788408::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
2018809::PA795912,Valeurs actuelles,far_right,right_or_far_right,neu,neu
2796138::PA267285,Valeurs actuelles,right,right_or_far_right,neu,neu
2787288::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
2804082::PA720614,Valeurs actuelles,far_right,right_or_far_right,neg,neg
2811799::PA267285,Valeurs actuelles,right,right_or_far_right,neu,neu
2804087::PA720614,Valeurs actuelles,far_right,right_or_far_right,pos,pos
2806396::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
2010346::PA794598,Valeurs actuelles,far_right,right_or_far_right,neu,neu
2803082::PA720614,Valeurs actuelles,far_right,right_or_far_right,neg,neg
2830104::PA841207,Valeurs actuelles,right,right_or_far_right,neu,neu
4371586::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
4371775::PA267285,Valeurs actuelles,right,right_or_far_right,neg,neg
2829685::PA720614,Valeurs actuelles,far_right,right_or_far_right,pos,neg
4372144::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
2821616::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
4372902::PA330240,Valeurs actuelles,right,right_or_far_right,pos,pos
2838022::PA841207,Valeurs actuelles,right,right_or_far_right,neu,neu
2829912::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
2815991::PA330240,Valeurs actuelles,right,right_or_far_right,neu,neu
589629::PA795466,JDD,left,left,neg,neg
4716777::PA793464,Atlantico,left,left,neu,neu
1803003::PA720614,La Croix,far_right,right_or_far_right,neu,neu
594883::PA794130,JDD,left,left,neg,neg
3715881::PA720614,Le Figaro,far_right,right_or_far_right,neu,neu
4718669::PA795318,Atlantico,left,left,neg,neg
1938528::PA720614,JDD,far_right,right_or_far_right,pos,pos
4719639::PA609332,Atlantico,left,left,pos,neu
1768491::PA793736,Causeur,left,left,neu,neu
3493501::PA330240,Le Figaro,right,right_or_far_right,neg,neg
4716219::PA720614,Atlantico,far_right,right_or_far_right,neu,neg
1768589::PA796090,Causeur,left,left,neu,neu
1764277::PA720614,Causeur,far_right,right_or_far_right,neu,neu
4753339::PA609332,Atlantico,left,left,neu,neu
2814963::PA793464,Valeurs actuelles,left,left,neg,neg
1996820::PA720614,Causeur,far_right,right_or_far_right,neg,neg
4718421::PA267285,Atlantico,right,right_or_far_right,neu,neu
2033335::PA793464,Valeurs actuelles,left,left,neg,neu
1766614::PA267285,Causeur,right,right_or_far_right,neg,neg
4374346::PA794130,Valeurs actuelles,left,left,pos,pos
1766793::PA720614,Causeur,far_right,right_or_far_right,neu,neu
4608394::PA1567,Valeurs actuelles,left,left,neu,neu
4371807::PA267285,Valeurs actuelles,right,right_or_far_right,neu,neu
2788243::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
4716276::PA720614,Atlantico,far_right,right_or_far_right,neg,neg
4373043::PA330240,Valeurs actuelles,right,right_or_far_right,neu,neu
4374928::PA795778,Valeurs actuelles,far_right,right_or_far_right,neu,neu
4372760::PA793464,Valeurs actuelles,left,left,neu,neu
4372874::PA841139,Valeurs actuelles,far_right,right_or_far_right,neu,neu
4375339::PA720614,Valeurs actuelles,far_right,right_or_far_right,neg,neg
4376902::PA720614,Valeurs actuelles,far_right,right_or_far_right,neu,neu
4374747::PA330240,Valeurs actuelles,right,right_or_far_right,neu,neu
4602515::PA719436,Valeurs actuelles,far_right,right_or_far_right,neu,neu
2823648::PA267285,Valeurs actuelles,right,right_or_far_right,neu,neu
4627309::PA841207,Valeurs actuelles,right,right_or_far_right,neu,neu
